0 0 38.33889
0 104 5.159455
0 142 1.5752175
0 233 1.5425372
0 316 7.1056967
0 333 16.68945
0 486 22.647388
0 671 8.373916
0 826 1.6483058
0 1145 1.5316348
0 1183 20.998898
0 1276 4.7939553
0 1384 16.138832
0 1539 14.996
0 1575 1.7077929
0 1932 2.6357064
0 2024 2.0014856
0 2376 2.0482507
0 2455 1.5299184
0 2469 2.5756595
0 2930 22.65582
1 1 27.601425
1 754 1.5167246
1 916 2.2095306
1 3081 4.9644785
2 2 11.107169
2 716 7.734089
2 843 6.237605
2 1307 1.6063306
2 2832 2.1638193
2 3127 1.6600796
3 3 15.722416
3 371 2.625484
3 579 1.6415086
3 818 2.0202668
3 865 2.246632
3 978 2.6422777
3 1370 3.579489
3 1612 2.7356746
3 2225 1.5871902
4 4 15.98375
4 409 2.2592793
4 412 1.6394135
4 489 2.0775533
4 883 1.66741
4 1091 1.5933483
4 1125 3.6871524
4 1320 2.141161
4 1438 1.652232
4 2064 2.779678
4 2224 1.5680568
4 2429 3.6083183
4 2465 2.5982742
4 3005 1.8309209
4 3063 2.2319734
4 3078 2.0681524
5 5 14.113644
5 350 1.6890174
5 461 1.5742897
5 588 1.6931458
5 618 1.6112561
5 850 1.9240134
5 1364 1.5947261
5 1457 1.8649457
5 1874 1.5693471
5 2112 1.5918319
5 3052 1.5923126
6 6 16.149023
6 108 2.9049861
6 528 2.6118975
6 723 3.2573996
6 1067 2.2129946
6 1317 1.8325516
6 1897 1.6231158
6 2744 2.8177638
7 7 16.348425
7 13 3.1416426
7 19 1.5735053
7 45 2.3509288
7 63 2.7855983
7 132 1.6203618
7 156 2.2411873
7 235 2.272808
7 254 2.862105
7 255 2.6756449
7 321 1.5922163
7 359 4.14714
7 384 1.8645444
7 396 2.178006
7 514 3.2846937
7 527 2.8115566
7 607 2.7745478
7 629 2.636582
7 674 1.6484305
7 728 2.079126
7 733 3.410675
7 774 2.0847845
7 788 1.6088572
7 809 1.6578134
7 850 2.2718525
7 862 2.1589575
7 911 2.663444
7 940 1.6650528
7 969 2.7709434
7 992 3.246796
7 1021 5.51594
7 1070 2.6000137
7 1075 1.759295
7 1077 3.5757926
7 1081 3.4767485
7 1108 1.682423
7 1128 1.6397377
7 1131 2.8019233
7 1337 2.2346714
7 1371 1.7726085
7 1413 8.202084
7 1604 1.606533
7 1610 3.977643
7 1723 1.5963271
7 1800 1.8632668
7 1835 1.6063954
7 1846 1.5992119
7 1896 3.2662234
7 1915 3.488305
7 1964 2.6284661
7 2020 1.7260644
7 2035 2.051481
7 2077 3.856492
7 2098 2.169178
7 2115 4.4599223
7 2155 4.37803
7 2170 3.380159
7 2186 3.2935882
7 2196 3.5507512
7 2226 3.9132135
7 2230 2.0887618
7 2232 1.7187806
7 2253 2.8001199
7 2293 1.716829
7 2329 1.5315521
7 2384 2.2751544
7 2402 2.1442595
7 2418 2.2632122
7 2426 4.200554
7 2441 4.9531794
7 2476 9.376819
7 2503 1.590826
7 2527 1.5630509
7 2531 2.2472196
7 2555 2.6877356
7 2617 1.5543429
7 2640 3.358799
7 2719 1.5757027
7 2849 6.0904803
7 2862 1.6498842
7 2876 2.659885
7 2903 1.6018698
7 2904 1.6415248
7 2910 2.6784222
7 2948 3.6902385
7 2951 3.9066029
7 2981 2.802168
7 2997 4.4607787
7 3029 1.5694337
8 8 11.670345
8 106 2.1910334
8 2490 1.6366652
8 2629 1.5742022
9 9 11.427113
9 110 2.8152843
9 187 1.6107118
9 350 2.2666473
9 449 1.7700567
9 553 1.7807194
9 591 2.8147721
9 867 3.6974676
9 1011 1.6415702
9 1219 5.7714167
9 1250 3.3220906
9 1379 6.2253485
9 1576 4.134082
9 1924 3.7578764
9 2321 1.6200675
9 2353 1.7984343
9 2592 1.5742149
9 2727 1.7791743
9 2893 1.654187
9 3032 2.1908708
10 10 10.0
10 37 1.6641971
10 616 1.558207
10 1196 1.8250496
10 1738 2.1149244
11 11 13.836729
11 127 3.479565
11 164 6.1918907
11 322 3.4584568
11 340 2.887985
11 345 9.839624
11 466 11.643882
11 501 1.8447459
11 585 4.730457
11 745 5.8487706
11 759 5.820495
11 1114 3.450624
11 1120 2.9486263
11 1165 2.4156487
11 1190 4.190129
11 1241 9.284598
11 1300 4.7485294
11 1401 2.8653386
11 1431 4.5331817
11 1434 11.229432
11 1526 2.1477473
11 1558 6.277689
11 1609 1.619612
11 1623 2.372491
11 1686 6.8227205
11 1691 3.4897258
11 1706 1.8447459
11 1844 12.229309
11 1861 10.613782
11 1938 6.6811614
11 2118 4.0247135
11 2132 3.97292
11 2169 5.707137
11 2185 2.9350264
11 2198 2.3644547
11 2319 6.933799
11 2406 4.558541
11 2489 6.842054
11 2548 2.9819522
11 2615 1.8447459
11 2715 4.730457
11 2895 4.190129
11 2906 4.705047
11 2939 4.190129
11 2959 10.421903
11 2991 8.0891485
11 3082 2.8691614
11 3101 2.1863267
11 3118 1.8447459
12 12 12.344365
12 239 1.7459631
12 277 1.5775635
12 521 2.168847
12 741 2.182545
12 842 1.5899396
